Time,ValueA,ValueB
106.8,0,0
106.84999999999999,0,0
106.90000000000001,0,1
106.95,0,0
107.0,0,1
107.05,0,1
107.09999999999999,0,1
107.15000000000001,0,1
107.2,0,1
107.25,0,0
107.3,0,1
107.34999999999999,0,1
107.40000000000001,0,1
107.45,0,1
107.5,0,1
107.55,0,1
107.59999999999999,0,1
107.65000000000001,0,1
107.7,0,1
107.75,0,1
107.8,0,1
107.84999999999999,0,1
107.90000000000001,0,1
107.95,0,1
108.0,0,1
108.05,0,1
108.09999999999999,0,1
108.15000000000001,0,1
108.2,0,1
108.25,0,1
108.3,0,1
108.34999999999999,0,1
108.40000000000001,0,1
108.45,0,1
108.5,0,1
108.55,0,1
108.59999999999999,0,1
108.65000000000001,0,1
108.7,0,1
108.75,0,1
108.8,0,1
108.84999999999999,0,1
108.90000000000001,0,1
108.95,0,1
109.0,0,1
109.05,0,1
109.09999999999999,0,1
109.15000000000001,0,1
109.2,0,1
109.25,0,1
109.3,0,1
109.34999999999999,1,1
109.40000000000001,0,1
109.45,0,1
109.5,0,1
109.55,0,1
109.59999999999999,0,1
109.65000000000001,1,1
109.7,0,1
109.75,0,1
109.8,1,1
109.84999999999999,1,1
109.90000000000001,0,1
109.95,1,1
110.0,1,1
110.05,1,1
110.09999999999999,1,1
110.15000000000001,1,1
110.2,1,1
110.25,1,1
110.3,1,1
110.34999999999999,1,1
110.40000000000001,1,1
110.45,1,1
110.5,1,1
110.55,1,1
110.59999999999999,1,1
110.65000000000001,1,1
110.7,1,1
110.75,1,1
110.8,1,1
110.84999999999999,1,1
110.90000000000001,1,1
110.95,1,1
111.0,1,1
111.05,1,1
111.09999999999999,1,1
111.15000000000001,1,1
111.2,1,1
111.25,1,1
111.3,1,1
111.34999999999999,1,1
111.40000000000001,1,1
111.45,1,1
111.5,1,1
111.55,1,1
111.59999999999999,1,1
111.65000000000001,1,1
111.7,1,1
111.75,1,1
111.8,1,1
111.84999999999999,1,1
111.90000000000001,1,1
111.95,1,1
112.0,1,1
112.05,1,1
112.09999999999999,1,1
112.15000000000001,1,1
112.2,1,1
112.25,1,1
112.3,1,1
112.34999999999999,1,1
112.40000000000001,1,1
112.45,1,1
112.5,1,1
112.55,1,1
112.59999999999999,1,1
112.65000000000001,1,1
112.7,1,1
112.75,1,1
112.8,1,1
112.84999999999999,1,0
112.90000000000001,1,0
112.95,1,1
113.0,1,0
113.05,1,1
113.09999999999999,1,0
113.15000000000001,1,1
113.2,1,0
113.25,1,1
113.3,1,0
113.34999999999999,1,0
113.40000000000001,1,0
113.45,1,0
113.5,1,0
113.55,1,0
113.59999999999999,1,0
113.65000000000001,1,0
113.7,1,0
113.75,1,0
113.8,1,0
113.84999999999999,1,0
113.90000000000001,1,0
113.95,1,0
114.0,1,0
114.05,1,0
114.09999999999999,1,0
114.15000000000001,1,0
114.2,1,0
114.25,1,0
114.3,1,0
114.34999999999999,1,0
114.40000000000001,1,0
114.45,1,0
114.5,1,0
114.55,1,0
114.59999999999999,1,0
114.65000000000001,1,0
114.7,1,0
114.75,1,0
114.8,1,0
114.84999999999999,1,0
114.90000000000001,1,0
114.95,1,0
115.0,1,0
115.05,1,0
115.09999999999999,1,0
115.15000000000001,1,0
115.2,1,0
115.25,1,0
115.3,1,0
115.34999999999999,0,0
115.40000000000001,0,0
115.45,0,0
115.5,1,0
115.55,0,0
115.59999999999999,0,0
115.65000000000001,0,0
115.7,1,0
115.75,0,0
115.8,0,0
115.84999999999999,0,0
115.90000000000001,0,0
115.95,0,0
116.0,0,0
116.05,0,0
116.09999999999999,0,0
116.15000000000001,0,0
116.2,0,0
116.25,0,0
116.3,0,0
116.34999999999999,0,0
116.40000000000001,0,0
116.45,0,0
116.5,0,0
116.55,0,0
116.59999999999999,0,0
116.65000000000001,0,0
116.7,0,0
116.75,0,0
116.8,0,0
116.84999999999999,0,0
116.90000000000001,0,1
116.95,0,0
117.0,0,0
117.05,0,1
117.09999999999999,0,0
117.15000000000001,0,1
117.2,0,1
117.25,0,1
117.3,0,0
117.34999999999999,0,1
117.40000000000001,0,1
117.45,0,1
117.5,0,1
117.55,0,1
117.59999999999999,0,1
117.65000000000001,0,1
117.7,0,1
117.75,0,1
117.8,0,1
117.84999999999999,0,1
117.90000000000001,0,1
117.95,0,1
118.0,0,1
118.05,0,1
118.09999999999999,0,1
118.15000000000001,0,1
118.2,0,1
118.25,0,1
118.3,0,1
118.34999999999999,0,1
118.40000000000001,0,1
118.45,0,1
118.5,0,1
118.55,0,1
118.59999999999999,0,1
118.65000000000001,0,1
118.7,0,1
118.75,0,1
118.8,0,1
118.84999999999999,0,1
118.90000000000001,0,1
118.95,0,1
119.0,0,1
119.05,0,1
119.09999999999999,0,1
119.15000000000001,0,1
119.2,0,1
119.25,0,1
119.3,0,1
119.34999999999999,1,1
119.40000000000001,0,1
119.45,1,1
119.5,1,1
119.55,1,1
119.59999999999999,1,1
119.65000000000001,1,1
119.7,0,1
119.75,0,1
119.8,1,1
119.84999999999999,1,1
119.90000000000001,1,1
119.95,1,1
120.0,1,1
120.05,1,1
120.09999999999999,1,1
120.15000000000001,1,1
120.2,1,1
120.25,1,1
120.3,1,1
120.34999999999999,1,1
120.40000000000001,1,1
120.45,1,1
120.5,1,1
120.55,1,1
120.59999999999999,1,1
120.65000000000001,1,1
120.7,1,1
120.75,1,1
120.8,1,1
120.84999999999999,1,1
120.90000000000001,1,1
120.95,1,1
121.0,1,1
121.05,1,1
121.09999999999999,1,1
121.15000000000001,1,1
121.2,1,1
121.25,1,1
121.3,1,1
121.34999999999999,1,1
121.40000000000001,1,1
121.45,1,1
121.5,1,1
121.55,1,1
121.59999999999999,1,1
121.65000000000001,1,1
121.7,1,1
121.75,1,1
121.8,1,1
121.84999999999999,1,1
121.90000000000001,1,1
121.95,1,1
122.0,1,1
122.05,1,1
122.09999999999999,1,1
122.15000000000001,1,1
122.2,1,1
122.25,1,1
122.3,1,1
122.34999999999999,1,1
122.40000000000001,1,1
122.45,1,1
122.5,1,1
122.55,1,1
122.59999999999999,1,1
122.65000000000001,1,1
122.7,1,1
122.75,1,1
122.8,1,0
122.84999999999999,1,1
122.90000000000001,1,0
122.95,1,0
123.0,1,0
123.05,1,1
123.09999999999999,1,0
123.15000000000001,1,0
123.2,1,0
123.25,1,0
123.3,1,0
123.34999999999999,1,0
123.40000000000001,1,0
123.45,1,0
123.5,1,0
123.55,1,0
123.59999999999999,1,0
123.65000000000001,1,0
123.7,1,0
123.75,1,0
123.8,1,0
123.84999999999999,1,0
123.90000000000001,1,0
123.95,1,0
124.0,1,0
124.05,1,0
124.09999999999999,1,0
124.15000000000001,1,0
124.2,1,0
124.25,1,0
124.3,1,0
124.34999999999999,1,0
124.40000000000001,1,0
124.45,1,0
124.5,1,0
124.55,1,0
124.59999999999999,1,0
124.65000000000001,1,0
124.7,1,0
124.75,1,0
124.8,1,0
124.84999999999999,1,0
124.90000000000001,1,0
124.95,1,0
125.0,1,0
125.05,1,0
125.09999999999999,1,0
125.15000000000001,1,0
125.2,1,0
125.25,1,0
125.3,0,0
125.34999999999999,1,0
125.40000000000001,1,0
125.45,0,0
125.5,1,0
125.55,1,0
125.59999999999999,0,0
125.65000000000001,0,0
125.7,0,0
125.75,0,0
125.8,0,0
125.84999999999999,0,0
125.90000000000001,0,0
125.95,0,0
126.0,0,0
126.05,0,0
126.09999999999999,0,0
126.15000000000001,0,0
126.2,0,0
126.25,0,0
126.3,0,0
126.34999999999999,0,0
126.40000000000001,0,0
126.45,0,0
126.5,0,0
126.55,0,0
126.59999999999999,0,0
126.65000000000001,0,0
126.7,0,0
126.75,0,0
126.8,0,0
126.84999999999999,0,0
126.90000000000001,0,1
126.95,0,0
127.0,0,1
127.05,0,0
127.09999999999999,0,1
127.15000000000001,0,0
127.2,0,1
127.25,0,1
127.3,0,0
127.34999999999999,0,0
127.40000000000001,0,1
127.45,0,1
127.5,0,1
127.55,0,1
127.59999999999999,0,1
127.65000000000001,0,1
127.7,0,1
127.75,0,1
127.8,0,1
127.84999999999999,0,1
127.90000000000001,0,1
127.95,0,1
128.0,0,1
128.05000000000001,0,1
128.09999999999999,0,1
128.15000000000001,0,1
128.19999999999999,0,1
128.25,0,1
128.30000000000001,0,1
128.34999999999999,0,1
128.40000000000001,0,1
128.44999999999999,0,1
128.5,0,1
128.55000000000001,0,1
128.59999999999999,0,1
128.65000000000001,0,1
128.69999999999999,0,1
128.75,0,1
128.80000000000001,0,1
128.84999999999999,0,1
128.90000000000001,0,1
128.94999999999999,0,1
129.0,0,1
129.05000000000001,0,1
129.09999999999999,0,1
129.15000000000001,0,1
129.19999999999999,0,1
129.25,0,1
129.30000000000001,0,1
129.34999999999999,0,1
129.40000000000001,0,1
129.44999999999999,0,1
129.5,1,1
129.55000000000001,0,1
129.59999999999999,0,1
129.65000000000001,1,1
129.69999999999999,1,1
129.75,1,1
129.80000000000001,1,1
129.84999999999999,1,1
129.90000000000001,1,1
129.94999999999999,1,1
130.0,1,1
130.05000000000001,1,1
130.09999999999999,1,1
130.15000000000001,1,1
130.19999999999999,1,1
130.25,1,1
130.30000000000001,1,1
130.34999999999999,1,1
130.40000000000001,1,1
130.44999999999999,1,1
130.5,1,1
130.55000000000001,1,1
130.59999999999999,1,1
130.65000000000001,1,1
130.69999999999999,1,1
130.75,1,1
130.80000000000001,1,1
130.84999999999999,1,1
130.90000000000001,1,1
130.94999999999999,1,1
131.0,1,1
131.05000000000001,1,1
131.09999999999999,1,1
131.15000000000001,1,1
131.19999999999999,1,1
131.25,1,1
131.30000000000001,1,1
131.34999999999999,1,1
131.40000000000001,1,1
131.44999999999999,1,1
131.5,1,1
131.55000000000001,1,1
131.59999999999999,1,1
131.65000000000001,1,1
131.69999999999999,1,1
131.75,1,1
131.80000000000001,1,1
131.84999999999999,1,1
131.90000000000001,1,1
131.94999999999999,1,1
132.0,1,1
132.05000000000001,1,1
132.09999999999999,1,1
132.15000000000001,1,1
132.19999999999999,1,1
132.25,1,1
132.30000000000001,1,1
132.34999999999999,1,1
132.40000000000001,1,1
132.44999999999999,1,1
132.5,1,1
132.55000000000001,1,1
132.59999999999999,1,1
132.65000000000001,1,1
132.69999999999999,1,1
132.75,1,1
132.80000000000001,1,1
132.84999999999999,1,0
132.90000000000001,1,0
132.94999999999999,1,0
133.0,1,0
133.05000000000001,1,1
133.09999999999999,1,1
133.15000000000001,1,1
133.19999999999999,1,0
133.25,1,0
133.30000000000001,1,0
133.34999999999999,1,0
133.40000000000001,1,0
133.44999999999999,1,0
133.5,1,0
133.55000000000001,1,0
133.59999999999999,1,0
133.65000000000001,1,0
133.69999999999999,1,0
133.75,1,0
133.80000000000001,1,0
133.84999999999999,1,0
133.90000000000001,1,0
133.94999999999999,1,0
134.0,1,0
134.05000000000001,1,0
134.09999999999999,1,0
134.15000000000001,1,0
134.19999999999999,1,0
134.25,1,0
134.30000000000001,1,0
134.34999999999999,1,0
134.40000000000001,1,0
134.44999999999999,1,0
134.5,1,0
134.55000000000001,1,0
134.59999999999999,1,0
134.65000000000001,1,0
134.69999999999999,1,0
134.75,1,0
134.80000000000001,1,0
134.84999999999999,1,0
134.90000000000001,1,0
134.94999999999999,1,0
135.0,1,0
135.05000000000001,1,0
135.09999999999999,1,0
135.15000000000001,1,0
135.19999999999999,0,0
135.25,1,0
135.30000000000001,1,0
135.34999999999999,1,0
135.40000000000001,1,0
135.44999999999999,0,0
135.5,0,0
135.55000000000001,0,0
135.59999999999999,0,0
135.65000000000001,1,0
135.69999999999999,0,0
135.75,0,0
135.80000000000001,0,0
135.84999999999999,0,0
135.90000000000001,0,0
135.94999999999999,0,0
136.0,0,0
136.05000000000001,0,0
136.09999999999999,0,0
136.15000000000001,0,0
136.19999999999999,0,0
136.25,0,0
136.30000000000001,0,0
136.34999999999999,0,0
136.40000000000001,0,0
136.44999999999999,0,0
136.5,0,0
136.55000000000001,0,0
136.59999999999999,0,0
136.65000000000001,0,0
136.69999999999999,0,0
136.75,0,0
136.80000000000001,0,0
136.84999999999999,0,0
136.90000000000001,0,0
136.94999999999999,0,0
137.0,0,1
137.05000000000001,0,0
137.09999999999999,0,0
137.15000000000001,0,0
137.19999999999999,0,1
137.25,0,1
137.30000000000001,0,0
137.34999999999999,0,1
137.40000000000001,0,1
137.44999999999999,0,1
137.5,0,1
137.55000000000001,0,1
137.59999999999999,0,1
137.65000000000001,0,1
137.69999999999999,0,1
137.75,0,1
137.80000000000001,0,1
137.84999999999999,0,1
137.90000000000001,0,1
137.94999999999999,0,1
138.0,0,1
138.05000000000001,0,1
138.09999999999999,0,1
138.15000000000001,0,1
138.19999999999999,0,1
138.25,0,1
138.30000000000001,0,1
138.34999999999999,0,1
138.40000000000001,0,1
138.44999999999999,0,1
138.5,0,1
138.55000000000001,0,1
138.59999999999999,0,1
138.65000000000001,0,1
138.69999999999999,0,1
138.75,0,1
138.80000000000001,0,1
138.84999999999999,0,1
138.90000000000001,0,1
138.94999999999999,0,1
139.0,0,1
139.05000000000001,0,1
139.09999999999999,0,1
139.15000000000001,0,1
139.19999999999999,0,1
139.25,1,1
139.30000000000001,0,1
139.34999999999999,0,1
139.40000000000001,1,1
139.44999999999999,0,1
139.5,0,1
139.55000000000001,0,1
139.59999999999999,0,1
139.65000000000001,1,1
139.69999999999999,0,1
139.75,1,1
139.80000000000001,0,1
139.84999999999999,1,1
139.90000000000001,1,1
139.94999999999999,1,1
140.0,1,1
140.05000000000001,1,1
140.09999999999999,1,1
140.15000000000001,1,1
140.19999999999999,1,1
140.25,1,1
140.30000000000001,1,1
140.34999999999999,1,1
140.40000000000001,1,1
140.44999999999999,1,1
140.5,1,1
140.55000000000001,1,1
140.59999999999999,1,1
140.65000000000001,1,1
140.69999999999999,1,1
140.75,1,1
140.80000000000001,1,1
140.84999999999999,1,1
140.90000000000001,1,1
140.94999999999999,1,1
141.0,1,1
141.05000000000001,1,1
141.09999999999999,1,1
141.15000000000001,1,1
141.19999999999999,1,1
141.25,1,1
141.30000000000001,1,1
141.34999999999999,1,1
141.40000000000001,1,1
141.44999999999999,1,1
141.5,1,1
141.55000000000001,1,1
141.59999999999999,1,1
141.65000000000001,1,1
141.69999999999999,1,1
141.75,1,1
141.80000000000001,1,1
141.84999999999999,1,1
141.90000000000001,1,1
141.94999999999999,1,1
142.0,1,1
142.05000000000001,1,1
142.09999999999999,1,1
142.15000000000001,1,1
142.19999999999999,1,1
142.25,1,1
142.30000000000001,1,1
142.34999999999999,1,1
142.40000000000001,1,1
142.44999999999999,1,1
142.5,1,1
142.55000000000001,1,1
142.59999999999999,1,1
142.65000000000001,1,1
142.69999999999999,1,0
142.75,1,0
142.80000000000001,1,1
142.84999999999999,1,1
142.90000000000001,1,1
142.94999999999999,1,0
143.0,1,1
143.05000000000001,1,0
143.09999999999999,1,0
143.15000000000001,1,0
143.19999999999999,1,1
143.25,1,1
143.30000000000001,1,0
143.34999999999999,1,0
143.40000000000001,1,0
143.44999999999999,1,0
143.5,1,0
143.55000000000001,1,0
143.59999999999999,1,0
143.65000000000001,1,0
143.69999999999999,1,0
143.75,1,0
143.80000000000001,1,0
143.84999999999999,1,0
143.90000000000001,1,0
143.94999999999999,1,0
144.0,1,0
144.05000000000001,1,0
144.09999999999999,1,0
144.15000000000001,1,0
144.19999999999999,1,0
144.25,1,0
144.30000000000001,1,0
144.34999999999999,1,0
144.40000000000001,1,0
144.44999999999999,1,0
144.5,1,0
144.55000000000001,1,0
144.59999999999999,1,0
144.65000000000001,1,0
144.69999999999999,1,0
144.75,1,0
144.80000000000001,1,0
144.84999999999999,1,0
144.90000000000001,1,0
144.94999999999999,1,0
145.0,1,0
145.05000000000001,1,0
145.09999999999999,1,0
145.15000000000001,1,0
145.19999999999999,1,0
145.25,1,0
145.30000000000001,0,0
145.34999999999999,1,0
145.40000000000001,1,0
145.44999999999999,1,0
145.5,1,0
145.55000000000001,0,0
145.59999999999999,1,0
145.65000000000001,0,0
145.69999999999999,0,0
145.75,0,0
145.80000000000001,0,0
145.84999999999999,0,0
145.90000000000001,0,0
145.94999999999999,0,0
146.0,0,0
146.05000000000001,0,0
146.09999999999999,0,0
146.15000000000001,0,0
146.19999999999999,0,0
146.25,0,0
146.30000000000001,0,0
146.34999999999999,0,0
146.40000000000001,0,0
146.44999999999999,0,0
146.5,0,0
146.55000000000001,0,0
146.59999999999999,0,0
146.65000000000001,0,0
146.69999999999999,0,0
146.75,0,0
146.80000000000001,0,1
146.84999999999999,0,0
146.90000000000001,0,0
146.94999999999999,0,0
147.0,0,1
147.05000000000001,0,0
147.09999999999999,0,1
147.15000000000001,0,1
147.19999999999999,0,0
147.25,0,0
147.30000000000001,0,0
147.34999999999999,0,1
147.40000000000001,0,1
147.44999999999999,0,1
147.5,0,1
147.55000000000001,0,1
147.59999999999999,0,1
147.65000000000001,0,1
147.69999999999999,0,1
147.75,0,1
147.80000000000001,0,1
147.84999999999999,0,1
147.90000000000001,0,1
147.94999999999999,0,1
148.0,0,1
148.05000000000001,0,1
148.09999999999999,0,1
148.15000000000001,0,1
148.19999999999999,0,1
148.25,0,1
148.30000000000001,0,1
148.34999999999999,0,1
148.40000000000001,0,1
148.44999999999999,0,1
148.5,0,1
148.55000000000001,0,1
148.59999999999999,0,1
148.65000000000001,0,1
148.69999999999999,0,1
148.75,0,1
148.80000000000001,0,1
148.84999999999999,0,1
148.90000000000001,0,1
148.94999999999999,0,1
149.0,0,1
149.05000000000001,0,1
149.09999999999999,0,1
149.15000000000001,0,1
149.19999999999999,0,1
149.25,0,1
149.30000000000001,0,1
149.34999999999999,0,1
149.40000000000001,0,1
149.44999999999999,1,1
149.5,1,1
149.55000000000001,1,1
149.59999999999999,0,1
149.65000000000001,1,1
149.69999999999999,1,1
149.75,1,1
149.80000000000001,1,1
149.84999999999999,1,1
149.90000000000001,1,1
149.94999999999999,1,1
150.0,1,1
150.05000000000001,1,1
150.09999999999999,1,1
150.15000000000001,1,1
150.19999999999999,1,1
150.25,1,1
150.30000000000001,1,1
150.34999999999999,1,1
150.40000000000001,1,1
150.44999999999999,1,1
150.5,1,1
150.55000000000001,1,1
150.59999999999999,1,1
150.65000000000001,1,1
150.69999999999999,1,1
150.75,1,1
150.80000000000001,1,1
150.84999999999999,1,1
150.90000000000001,1,1
150.94999999999999,1,1
151.0,1,1
151.05000000000001,1,1
151.09999999999999,1,1
151.15000000000001,1,1
151.19999999999999,1,1
151.25,1,1
151.30000000000001,1,1
151.34999999999999,1,1
151.40000000000001,1,1
151.44999999999999,1,1
151.5,1,1
151.55000000000001,1,1
151.59999999999999,1,1
151.65000000000001,1,1
151.69999999999999,1,1
151.75,1,1
151.80000000000001,1,1
151.84999999999999,1,1
151.90000000000001,1,1
151.94999999999999,1,1
152.0,1,1
152.05000000000001,1,1
152.09999999999999,1,1
152.15000000000001,1,1
152.19999999999999,1,1
152.25,1,1
152.30000000000001,1,1
152.34999999999999,1,1
152.40000000000001,1,1
152.44999999999999,1,1
152.5,1,1
152.55000000000001,1,1
152.59999999999999,1,0
152.65000000000001,1,0
152.69999999999999,1,1
152.75,1,0
152.80000000000001,1,0
152.84999999999999,1,1
152.90000000000001,1,0
152.94999999999999,1,0
153.0,1,0
153.05000000000001,1,1
153.09999999999999,1,0
153.15000000000001,1,0
153.19999999999999,1,0
153.25,1,0
153.30000000000001,1,0
153.34999999999999,1,0
153.40000000000001,1,0
153.44999999999999,1,0
153.5,1,0
153.55000000000001,1,0
153.59999999999999,1,0
153.65000000000001,1,0
153.69999999999999,1,0
153.75,1,0
153.80000000000001,1,0
153.84999999999999,1,0
153.90000000000001,1,0
153.94999999999999,1,0
154.0,1,0
154.05000000000001,1,0
154.09999999999999,1,0
154.15000000000001,1,0
154.19999999999999,1,0
154.25,1,0
154.30000000000001,1,0
154.34999999999999,1,0
154.40000000000001,1,0
154.44999999999999,1,0
154.5,1,0
154.55000000000001,1,0
154.59999999999999,1,0
154.65000000000001,1,0
154.69999999999999,1,0
154.75,1,0
154.80000000000001,1,0
154.84999999999999,1,0
154.90000000000001,1,0
154.94999999999999,1,0
155.0,1,0
155.05000000000001,1,0
155.09999999999999,0,0
155.15000000000001,1,0
155.19999999999999,1,0
155.25,1,0
155.30000000000001,1,0
155.34999999999999,0,0
155.40000000000001,1,0
155.44999999999999,1,0
155.5,0,0
155.55000000000001,0,0
155.59999999999999,1,0
155.65000000000001,0,0
155.69999999999999,1,0
155.75,0,0
155.80000000000001,0,0
155.84999999999999,0,0
155.90000000000001,0,0
155.94999999999999,0,0
156.0,0,0
156.05000000000001,0,0
156.09999999999999,0,0
156.15000000000001,0,0
156.19999999999999,0,0
156.25,0,0
156.30000000000001,0,0
156.34999999999999,0,0
156.40000000000001,0,0
156.44999999999999,0,0
156.5,0,0
156.55000000000001,0,0
156.59999999999999,0,0
156.65000000000001,0,0
156.69999999999999,0,0
156.75,0,0
156.80000000000001,0,0
156.84999999999999,0,0
156.90000000000001,0,0
156.94999999999999,0,0
157.0,0,0
157.05000000000001,0,0
157.09999999999999,0,1
157.15000000000001,0,0
157.19999999999999,0,1
157.25,0,1
157.30000000000001,0,1
157.34999999999999,0,1
157.40000000000001,0,1
157.44999999999999,0,1
157.5,0,1
157.55000000000001,0,1
157.59999999999999,0,1
157.65000000000001,0,1
157.69999999999999,0,1
157.75,0,1
157.80000000000001,0,1
157.84999999999999,0,1
157.90000000000001,0,1
157.94999999999999,0,1
158.0,0,1
158.05000000000001,0,1
158.09999999999999,0,1
158.15000000000001,0,1
158.19999999999999,0,1
158.25,0,1
158.30000000000001,0,1
158.34999999999999,0,1
158.40000000000001,0,1
158.44999999999999,0,1
158.5,0,1
158.55000000000001,0,1
158.59999999999999,0,1
158.65000000000001,0,1
158.69999999999999,0,1
158.75,0,1
158.80000000000001,0,1
158.84999999999999,0,1
158.90000000000001,0,1
158.94999999999999,0,1
159.0,0,1
159.05000000000001,0,1
159.09999999999999,0,1
159.15000000000001,0,1
159.19999999999999,0,1
159.25,0,1
159.30000000000001,1,1
159.34999999999999,0,1
159.40000000000001,0,1
159.44999999999999,0,1
159.5,1,1
159.55000000000001,1,1
159.59999999999999,1,1
159.65000000000001,0,1
159.69999999999999,0,1
159.75,1,1
159.80000000000001,1,1
159.84999999999999,1,1
159.90000000000001,1,1
159.94999999999999,0,1
